Firm_ID,Step,Revenue,Variable_Costs,Carbon_Costs,Abatement_Costs,Profit
CE_F7  ,9,126972720.21014461,171966960.0,2178736564.259051,0.0,-3793054812.398143
CE_F7  ,10,126972720.21014461,171966960.0,2271126332.2562037,0.0,-3971097952.020367
CE_F7  ,11,126972720.21014461,171966960.0,2370124614.6818395,0.0,-4157655837.711072
CE_F77 ,0,480747685.87289166,659910060.0,9531163721.53841,-45908679500000.0,-14813353946.736212
CE_F77 ,1,480747685.87289166,659910060.0,9988142229.852722,0.0,-15473856925.089266
CE_F77 ,2,480747685.87289166,659910060.0,10464770036.725975,0.0,-16196899259.1468
CE_F77 ,3,480747685.87289166,659910060.0,10430546450.243744,0.0,-16954652493.791578
CE_F77 ,4,480747685.87289166,659910060.0,10726383544.765936,0.0,-17748742723.591347
CE_F77 ,5,480747685.87289166,659910060.0,10858183927.96459,0.0,-18580879209.83512
CE_F77 ,6,480747685.87289166,659910060.0,11276818092.491997,0.0,-19452857004.066475
CE_F77 ,7,480747685.87289166,659910060.0,11815172313.622646,0.0,-20366560088.37524
CE_F77 ,8,480747685.87289166,659910060.0,12379203728.94883,0.0,-21323964925.30092
CE_F77 ,9,480747685.87289166,659910060.0,12881123741.339138,0.0,-22327144354.76425
CE_F77 ,10,480747685.87289166,659910060.0,13426762713.36777,0.0,-23378271801.60507
CE_F77 ,11,480747685.87289166,659910060.0,14011426178.69239,0.0,-24479625773.340412
CE_F159,0,126850925.730438,190638000.0,71738922.17658618,-13262320600000.0,-63787074.269562006
CE_F159,1,126850925.730438,190638000.0,75178496.46175455,0.0,-63787074.269562006
CE_F159,2,126850925.730438,190638000.0,78765966.59063384,0.0,-63787074.269562006
CE_F159,3,126850925.730438,190638000.0,78507926.7173019,0.0,-63787074.269562006
CE_F159,4,126850925.730438,190638000.0,54332868.54532356,0.0,-63787074.269562006
CE_F159,5,126850925.730438,190638000.0,56927131.160876796,0.0,-63787074.269562006
CE_F159,6,126850925.730438,190638000.0,59642369.35481198,0.0,-63787074.269562006
CE_F159,7,126850925.730438,190638000.0,0.0,0.0,-63787074.269562006
CE_F159,8,126850925.730438,190638000.0,0.0,0.0,-63787074.269562006
CE_F159,9,126850925.730438,190638000.0,0.0,0.0,-63787074.269562006
CE_F159,10,126850925.730438,190638000.0,0.0,0.0,-63787074.269562006
CE_F159,11,126850925.730438,190638000.0,0.0,0.0,-63787074.269562006
CE_F76 ,0,745327266.6413065,1022012100.0,14186466692.126442,-71099425100000.02,-22019713897.767654
CE_F76 ,1,745327266.6413065,1022012100.0,14866647053.792946,0.0,-23001070342.145924
CE_F76 ,2,745327266.6413065,1022012100.0,15576074014.056854,0.0,-24075345970.094517
CE_F76 ,3,745327266.6413065,1022012100.0,15525135696.587986,0.0,-25201194134.139126
CE_F76 ,4,745327266.6413065,1022012100.0,15824750885.435171,0.0,-26381030846.038628
CE_F76 ,5,745327266.6413065,1022012100.0,16581060740.189674,0.0,-27617395684.75176
CE_F76 ,6,745327266.6413065,1022012100.0,16754740497.38243,0.0,-28912955694.442146
CE_F76 ,7,745327266.6413065,1022012100.0,17554611427.47355,0.0,-30270510050.268707
CE_F76 ,8,745327266.6413065,1022012100.0,18392632836.012085,0.0,-31692995332.76643
CE_F76 ,9,745327266.6413065,1022012100.0,19138371175.962704,0.0,-33183491317.833084
CE_F76 ,10,745327266.6413065,1022012100.0,19949065884.734062,0.0,-34745227228.20754
CE_F76 ,11,745327266.6413065,1022012100.0,20817742083.046253,0.0,-36381588416.150925
CE_F161,0,152279964.16621393,229384620.00000003,86331707.71459197,-15957849800000.0,-77104655.8337861
CE_F161,1,152279964.16621393,229384620.00000003,90470943.61109525,0.0,-77104655.8337861
CE_F161,2,152279964.16621393,229384620.00000003,94788159.61050595,0.0,-77104655.8337861
CE_F161,3,152279964.16621393,229384620.00000003,94477617.47779845,0.0,-77104655.8337861
CE_F161,4,152279964.16621393,229384620.00000003,65384986.868533835,0.0,-77104655.8337861
CE_F161,5,152279964.16621393,229384620.00000003,0.0,0.0,-77104655.8337861
CE_F161,6,152279964.16621393,229384620.00000003,0.0,0.0,-77104655.8337861
CE_F161,7,152279964.16621393,229384620.00000003,0.0,0.0,-77104655.8337861
CE_F161,8,152279964.16621393,229384620.00000003,0.0,0.0,-77104655.8337861
CE_F161,9,152279964.16621393,229384620.00000003,0.0,0.0,-77104655.8337861
CE_F161,10,152279964.16621393,229384620.00000003,0.0,0.0,-77104655.8337861
CE_F161,11,152279964.16621393,229384620.00000003,0.0,0.0,-77104655.8337861
CE_F19 ,0,789972793.8798583,970325100.0,10356483632.23266,-67503660200000.0,-15873733125.094446
CE_F19 ,1,789972793.8798583,970325100.0,10853032698.003551,0.0,-16582643993.109686
CE_F19 ,2,789972793.8798583,970325100.0,11370932528.996384,0.0,-17358676369.33671
CE_F19 ,3,789972793.8798583,970325100.0,11334170058.379742,0.0,-18171991566.796555
CE_F19 ,4,789972793.8798583,970325100.0,11656072011.201723,0.0,-19024337540.930428
CE_F19 ,5,789972793.8798583,970325100.0,12213603689.432352,0.0,-19917551688.385643
CE_F19 ,6,789972793.8798583,970325100.0,12797181056.849617,0.0,-20853563676.095142
CE_F19 ,7,789972793.8798583,970325100.0,12667987605.132782,0.0,-21834398825.18318
CE_F19 ,8,789972793.8798583,970325100.0,13273222862.731071,0.0,-22862181934.898598
CE_F19 ,9,789972793.8798583,970325100.0,13811902441.01206,0.0,-23939141479.547443
CE_F19 ,10,789972793.8798583,970325100.0,14397500593.47772,0.0,-25067614139.44154
CE_F19 ,11,789972793.8798583,970325100.0,15024988334.013212,0.0,-26250049644.07122
CE_F156,0,134222758.71047798,201019320.00000075,75629663.00078483,-13984531400000.0,-66796561.28952277
CE_F156,1,134222758.71047798,201019320.00000075,79255781.65661193,0.0,-66796561.28952277
CE_F156,2,134222758.71047798,201019320.00000075,83037817.24678524,0.0,-66796561.28952277
CE_F156,3,134222758.71047798,201019320.00000075,82765799.7834213,0.0,-66796561.28952277
CE_F156,4,134222758.71047798,201019320.00000075,85112784.81680818,0.0,-66796561.28952277
CE_F156,5,134222758.71047798,201019320.00000075,89180073.71709004,0.0,-66796561.28952277
CE_F156,6,134222758.71047798,201019320.00000075,62881816.25499214,0.0,-66796561.28952277
CE_F156,7,134222758.71047798,201019320.00000075,0.0,0.0,-66796561.28952277
CE_F156,8,134222758.71047798,201019320.00000075,0.0,0.0,-66796561.28952277
CE_F156,9,134222758.71047798,201019320.00000075,0.0,0.0,-66796561.28952277
CE_F156,10,134222758.71047798,201019320.00000075,0.0,0.0,-66796561.28952277
CE_F156,11,134222758.71047798,201019320.00000075,0.0,0.0,-66796561.28952277
CE_F1  ,0,657887610.8481599,635930640.0,5325278999.416697,-44240475500000.0,-7897248303.593955
CE_F1  ,1,657887610.8481599,635930640.0,5580603335.941491,0.0,-8254779984.892304
CE_F1  ,2,657887610.8481599,635930640.0,5846906184.64237,0.0,-8646162982.06081
CE_F1  ,3,657887610.8481599,635930640.0,5827828632.30516,0.0,-9056338826.157314
CE_F1  ,4,657887610.8481599,635930640.0,5906258305.617411,0.0,-9486188219.360636
CE_F1  ,5,657887610.8481599,635930640.0,5824333787.18902,0.0,-9936636894.904156
CE_F1  ,6,657887610.8481599,635930640.0,6102078387.794375,0.0,-10408657043.31632
CE_F1  ,7,657887610.8481599,635930640.0,6393463620.146532,0.0,-10903269017.249525
CE_F1  ,8,657887610.8481599,635930640.0,6698750049.704596,0.0,-11421543257.313366
CE_F1  ,9,657887610.8481599,635930640.0,6970270125.364136,0.0,-11964602405.303617
CE_F1  ,10,657887610.8481599,635930640.0,7265624606.865809,0.0,-12533623585.289846
CE_F1  ,11,657887610.8481599,635930640.0,7582102403.366578,0.0,-13129840841.649132
CE_F171,0,218965959.53587136,333704340.0,257775154.00881335,-23215169500000.0,-198540146.60574085
CE_F171,1,218965959.53587136,333704340.0,270134369.39961004,0.0,-202323272.8617851
CE_F171,2,218965959.53587136,333704340.0,283025010.02977675,0.0,-206464564.41466546
CE_F171,3,218965959.53587136,333704340.0,282097577.5493145,0.0,-210804670.23371747
CE_F171,4,218965959.53587136,333704340.0,290096702.9655521,0.0,-215352908.45163822
CE_F171,5,218965959.53587136,333704340.0,110105990.70146608,0.0,-220119073.20726603
CE_F171,6,218965959.53587136,333704340.0,64583128.69142768,0.0,-225113449.81048048
CE_F171,7,218965959.53587136,333704340.0,67663718.09238899,0.0,-230346832.8302281
CE_F171,8,218965959.53587136,333704340.0,70891115.04442124,0.0,-235830546.5042625
CE_F171,9,218965959.53587136,333704340.0,73760656.10956283,0.0,-241576467.12002215
CE_F171,10,218965959.53587136,333704340.0,76885974.91090047,0.0,-247597047.16322464
CE_F171,11,218965959.53587136,333704340.0,80234768.28149539,0.0,-253905341.12091422
CE_F152,0,370941538.0962107,552992940.0,207994848.09584218,-38470659400000.0,-182051401.90378928
CE_F152,1,370941538.0962107,552992940.0,217967310.87130678,0.0,-182051401.90378928
CE_F152,2,370941538.0962107,552992940.0,228368572.58343428,0.0,-182051401.90378928
CE_F152,3,370941538.0962107,552992940.0,227620539.66533166,0.0,-182051401.90378928
CE_F152,4,370941538.0962107,552992940.0,234075226.74887088,0.0,-182051401.90378928
CE_F152,5,370941538.0962107,552992940.0,165056994.50786,0.0,-182051401.90378928
CE_F152,6,370941538.0962107,552992940.0,172930251.53163266,0.0,-182051401.90378928
CE_F152,7,370941538.0962107,552992940.0,0.0,0.0,-182051401.90378928
CE_F152,8,370941538.0962107,552992940.0,0.0,0.0,-182051401.90378928
CE_F152,9,370941538.0962107,552992940.0,0.0,0.0,-182051401.90378928
CE_F152,10,370941538.0962107,552992940.0,0.0,0.0,-182051401.90378928
CE_F152,11,370941538.0962107,552992940.0,0.0,0.0,-182051401.90378928
CE_F145,0,187092932.5757207,276692760.0,104020347.3054303,-19248985600000.0,-89599827.4242793
CE_F145,1,187092932.5757207,276692760.0,109007677.7652516,0.0,-89599827.4242793
CE_F145,2,187092932.5757207,276692760.0,114209454.95163475,0.0,-89599827.4242793
CE_F145,3,187092932.5757207,276692760.0,113835411.10112618,0.0,-89599827.4242793
CE_F145,4,187092932.5757207,276692760.0,0.0,0.0,-89599827.4242793
CE_F145,5,187092932.5757207,276692760.0,0.0,0.0,-89599827.4242793
CE_F145,6,187092932.5757207,276692760.0,0.0,0.0,-89599827.4242793
CE_F145,7,187092932.5757207,276692760.0,0.0,0.0,-89599827.4242793
CE_F145,8,187092932.5757207,276692760.0,0.0,0.0,-89599827.4242793
CE_F145,9,187092932.5757207,276692760.0,0.0,0.0,-89599827.4242793
CE_F145,10,187092932.5757207,276692760.0,0.0,0.0,-89599827.4242793
CE_F145,11,187092932.5757207,276692760.0,0.0,0.0,-89599827.4242793
CE_F113,0,68564428.0940934,97837200.0,1860778778.3786387,-6806349400000.0,-2916410918.6541724
CE_F113,1,68564428.0940934,97837200.0,1949995156.9122298,0.0,-3046712264.761648
CE_F113,2,68564428.0940934,97837200.0,2043047687.9699738,0.0,-3189351137.337338
CE_F113,3,68564428.0940934,97837200.0,2036361079.8089354,0.0,-3338837291.051358
CE_F113,4,68564428.0940934,97837200.0,2094112274.758219,0.0,-3495491482.1823196
CE_F113,5,68564428.0940934,97837200.0,2194190227.7746887,0.0,-3659650871.595496
CE_F113,6,68564428.0940934,97837200.0,2284112367.114994,0.0,-3831669542.139481
CE_F113,7,68564428.0940934,97837200.0,2331010635.914333,0.0,-4011919117.9844537
CE_F113,8,68564428.0940934,97837200.0,2442282109.5715528,0.0,-4200789464.762091
CE_F113,9,68564428.0940934,97837200.0,2541299170.390358,0.0,-4398689458.159186
CE_F113,10,68564428.0940934,97837200.0,2648940985.7608995,0.0,-4606047813.778465
CE_F113,11,68564428.0940934,97837200.0,2764281333.0458093,0.0,-4823313974.243828
CE_F58 ,0,278464798.25147027,303966900.0,3418094094.398395,-21146394700000.0,-5219465049.30088
CE_F58 ,1,278464798.25147027,303966900.0,3581977077.2293763,0.0,-5454074808.377381
CE_F58 ,2,278464798.25147027,303966900.0,3752906749.5649753,0.0,-5710898057.194173
CE_F58 ,3,278464798.25147027,303966900.0,3740762921.8610682,0.0,-5980059130.405598
CE_F58 ,4,278464798.25147027,303966900.0,3846993514.3303437,0.0,-6262136436.140406
CE_F58 ,5,278464798.25147027,303966900.0,3988608106.249976,0.0,-6557737978.071366
CE_F58 ,6,278464798.25147027,303966900.0,4001544262.358134,0.0,-6867502291.350256
CE_F58 ,7,278464798.25147027,303966900.0,4192721623.3009567,0.0,-7192099562.154319
CE_F58 ,8,278464798.25147027,303966900.0,4393023909.776938,0.0,-7532232892.847304
CE_F58 ,9,278464798.25147027,303966900.0,4571297301.088438,0.0,-7888639690.568948
CE_F58 ,10,278464798.25147027,303966900.0,4765098223.51233,0.0,-8262093166.348841
CE_F58 ,11,278464798.25147027,303966900.0,4972762126.14598,0.0,-8653403937.53069
CE_F91 ,0,247705551.14981398,345123000.0,5448548688.254843,-24009546500000.0,-8494233410.379209
CE_F91 ,1,247705551.14981398,345123000.0,5709783278.78129,0.0,-8873208841.870916
CE_F91 ,2,247705551.14981398,345123000.0,5982250512.352833,0.0,-9288067368.914465
CE_F91 ,3,247705551.14981398,345123000.0,5962680568.151682,0.0,-9722841507.655636
CE_F91 ,4,247705551.14981398,345123000.0,6131791535.329145,0.0,-10178464221.57587
CE_F91 ,5,247705551.14981398,345123000.0,6175627407.42015,0.0,-10655916190.055346
CE_F91 ,6,247705551.14981398,345123000.0,6470457426.784165,0.0,-11156227313.487204
CE_F91 ,7,247705551.14981398,345123000.0,6779349883.652258,0.0,-11680478514.888548
CE_F91 ,8,247705551.14981398,345123000.0,7102974889.765966,0.0,-12229803776.527884
CE_F91 ,9,247705551.14981398,345123000.0,7390960860.687581,0.0,-12805392375.658802
CE_F91 ,10,247705551.14981398,345123000.0,7704031431.976532,0.0,-13408491298.4605
CE_F91 ,11,247705551.14981398,345123000.0,8039492936.40489,0.0,-14040407820.487228
CE_F139,0,331715975.9288289,487249380.00000006,183100522.90870652,-33897006500000.0,-155533404.07117116
CE_F139,1,331715975.9288289,487249380.00000006,191879409.33590204,0.0,-155533404.07117116
CE_F139,2,331715975.9288289,487249380.00000006,201035772.9470011,0.0,-155533404.07117116
CE_F139,3,331715975.9288289,487249380.00000006,200377450.04342282,0.0,-155533404.07117116
CE_F139,4,331715975.9288289,487249380.00000006,206059783.45151547,0.0,-155533404.07117116
CE_F139,5,331715975.9288289,487249380.00000006,0.0,0.0,-155533404.07117116
CE_F139,6,331715975.9288289,487249380.00000006,0.0,0.0,-155533404.07117116
CE_F139,7,331715975.9288289,487249380.00000006,0.0,0.0,-155533404.07117116
CE_F139,8,331715975.9288289,487249380.00000006,0.0,0.0,-155533404.07117116
CE_F139,9,331715975.9288289,487249380.00000006,0.0,0.0,-155533404.07117116
CE_F139,10,331715975.9288289,487249380.00000006,0.0,0.0,-155533404.07117116
CE_F139,11,331715975.9288289,487249380.00000006,0.0,0.0,-155533404.07117116
CE_F48 ,0,582647586.6182578,858775860.0,9267809775.78252,-59743388200000.0,-14318243286.035961
CE_F48 ,1,582647586.6182578,858775860.0,9712161589.518265,0.0,-14952399180.898964
CE_F48 ,2,582647586.6182578,858775860.0,10175619775.423466,0.0,-15646598947.821043
CE_F48 ,3,582647586.6182578,858775860.0,10142606808.302069,0.0,-16374142479.022636
CE_F48 ,4,582647586.6182578,858775860.0,10315322430.984137,0.0,-17136592681.026867
CE_F48 ,5,582647586.6182578,858775860.0,10325653979.810366,0.0,-17935592421.47241
CE_F48 ,6,582647586.6182578,858775860.0,10818901467.327736,0.0,-18772867056.27686
CE_F48 ,7,582647586.6182578,858775860.0,11335688585.760935,0.0,-19650227453.06682
CE_F48 ,8,582647586.6182578,858775860.0,11877137668.759377,0.0,-20569573408.127514
CE_F48 ,9,582647586.6182578,858775860.0,12359020236.494808,0.0,-21532897396.873383
CE_F48 ,10,582647586.6182578,858775860.0,12882875016.72923,0.0,-22542288622.937904
CE_F48 ,11,582647586.6182578,858775860.0,13444200753.556442,0.0,-23599937346.36495
CE_F27 ,0,411478677.1805044,584910540.0,6162357810.212286,-40691105200000.0,-9490271380.696957
CE_F27 ,1,411478677.1805044,584910540.0,6457816493.126964,0.0,-9910929182.623133
CE_F27 ,2,411478677.1805044,584910540.0,6765979396.845884,0.0,-10371416405.753887
CE_F27 ,3,411478677.1805044,584910540.0,6743957761.521676,0.0,-10854017074.011532
CE_F27 ,4,411478677.1805044,584910540.0,6935342074.996063,0.0,-11359767472.57861
CE_F27 ,5,411478677.1805044,584910540.0,7183829957.063664,0.0,-11889756897.913078
CE_F27 ,6,411478677.1805044,584910540.0,7526916895.090649,0.0,-12445129331.90328
CE_F27 ,7,411478677.1805044,584910540.0,7521533925.750982,0.0,-13027085445.18167
CE_F27 ,8,411478677.1805044,584910540.0,7880718231.6751795,0.0,-13636884861.408224
CE_F27 ,9,411478677.1805044,584910540.0,8200372096.57019,0.0,-14275848642.70077
CE_F27 ,10,411478677.1805044,584910540.0,8547868349.420487,0.0,-14945361973.042828
CE_F27 ,11,411478677.1805044,584910540.0,8920219568.039604,0.0,-15646877026.707577
CE_F99 ,0,109445150.49016942,153806940.0,2487190837.8204856,-10700054800000.0,-3880961133.549392
CE_F99 ,1,109445150.49016942,153806940.0,2606440993.6426735,0.0,-4054117067.5638943
CE_F99 ,2,109445150.49016942,153806940.0,2730818703.326404,0.0,-4243668187.729989
CE_F99 ,3,109445150.49016942,153806940.0,2721883765.4800863,0.0,-4442318757.395004
CE_F99 ,4,109445150.49016942,153806940.0,2777867584.089618,0.0,-4650495042.881598
CE_F99 ,5,109445150.49016942,153806940.0,2821724262.182558,0.0,-4868645111.514261
CE_F99 ,6,109445150.49016942,153806940.0,2956434285.5920186,0.0,-5097239519.265957
CE_F99 ,7,109445150.49016942,153806940.0,3097569466.2340508,0.0,-5336772133.87502
CE_F99 ,8,109445150.49016942,153806940.0,3245435976.151597,0.0,-5587761065.340929
CE_F99 ,9,109445150.49016942,153806940.0,3377018425.2274647,0.0,-5850749687.390833
CE_F99 ,10,109445150.49016942,153806940.0,3520062180.9649277,0.0,-6126307740.367414
CE_F99 ,11,109445150.49016942,153806940.0,3673336457.508096,0.0,-6415032510.192903
CE_F35 ,0,520919372.09392345,560008080.0,5820882369.290469,-38958689700000.0,-8851578974.392153
CE_F35 ,1,520919372.09392345,560008080.0,6099968766.283145,0.0,-9249750368.737526
CE_F35 ,2,520919372.09392345,560008080.0,6391055403.633897,0.0,-9685621463.459957
CE_F35 ,3,520919372.09392345,560008080.0,6370455303.628231,0.0,-10142437162.48411
CE_F35 ,4,520919372.09392345,560008080.0,6551446669.139564,0.0,-10621179626.862202
CE_F35 ,5,520919372.09392345,560008080.0,6556323054.696476,0.0,-11122881280.014027
CE_F35 ,6,520919372.09392345,560008080.0,6869657068.675313,0.0,-11648626398.669071
CE_F35 ,7,520919372.09392345,560008080.0,7113262378.122863,0.0,-12199553015.464245
CE_F35 ,8,520919372.09392345,560008080.0,7453183088.2125225,0.0,-12776855068.748363
CE_F35 ,9,520919372.09392345,560008080.0,7755737503.548444,0.0,-13381784761.966473
CE_F35 ,10,520919372.09392345,560008080.0,8084643841.731911,0.0,-14015655110.744282
CE_F35 ,11,520919372.09392345,560008080.0,8437078886.779056,0.0,-14679842665.445873
CE_F36 ,0,705161725.2127917,1103975460.0,11478792486.99329,-76801459600000.0,-17711121760.56093
CE_F36 ,1,705161725.2127917,1103975460.0,12029151459.014923,0.0,-18492473944.087326
CE_F36 ,2,705161725.2127917,1103975460.0,12603174930.699202,0.0,-19347805579.44494
CE_F36 ,3,705161725.2127917,1103975460.0,12561873663.713852,0.0,-20244195438.172062
CE_F36 ,4,705161725.2127917,1103975460.0,12305886789.256994,0.0,-21183567081.076218
CE_F36 ,5,705161725.2127917,1103975460.0,12893476187.47115,0.0,-22167942404.567863
CE_F36 ,6,705161725.2127917,1103975460.0,13340987094.202295,0.0,-23199444751.9875
CE_F36 ,7,705161725.2127917,1103975460.0,13977844808.561375,0.0,-24280302633.678314
CE_F36 ,8,705161725.2127917,1103975460.0,14645076203.76919,0.0,-25412853929.875473
CE_F36 ,9,705161725.2127917,1103975460.0,15238468803.764612,0.0,-26599550502.904102
CE_F36 ,10,705161725.2127917,1103975460.0,15883951323.949291,0.0,-27842963175.94403
CE_F36 ,11,705161725.2127917,1103975460.0,16575594766.6986,0.0,-29145787054.475964
AL_F12 ,0,253812917.83232772,377104680.0,8459200370.416824,-2211416330500000.0,-123291762.16767228
AL_F12 ,1,253812917.83232772,377104680.0,8864782823.90772,0.0,-123291762.16767228
AL_F12 ,2,253812917.83232772,377104680.0,9287804633.022377,0.0,-123291762.16767228
AL_F12 ,3,253812917.83232772,377104680.0,9257423154.672665,0.0,-123291762.16767228
AL_F12 ,4,253812917.83232772,377104680.0,9519980279.714983,0.0,-123291762.16767228
AL_F12 ,5,253812917.83232772,377104680.0,0.0,0.0,-123291762.16767228
AL_F12 ,6,253812917.83232772,377104680.0,0.0,0.0,-123291762.16767228
AL_F12 ,7,253812917.83232772,377104680.0,0.0,0.0,-123291762.16767228
AL_F12 ,8,253812917.83232772,377104680.0,0.0,0.0,-123291762.16767228
AL_F12 ,9,253812917.83232772,377104680.0,0.0,0.0,-123291762.16767228
AL_F12 ,10,253812917.83232772,377104680.0,0.0,0.0,-123291762.16767228
