step,price,quantity,side
2,4982.6357497185,682992.0196330361,buy
2,4971.621943693301,165911.68799999915,buy
2,4960.672092617049,78016.60800000001,buy
2,4959.036290356744,33396.047999999835,buy
2,4957.63797580706,313566.30000000075,buy
2,4952.882435967155,50907.8520000407,buy
2,4952.025762701461,32211.161999999895,buy
2,4951.528895349303,25337.358000000007,buy
2,4950.948639793705,47324.71800000034,buy
2,4927.536163182736,115606.87200000056,buy
2,4927.0388587471325,39136.986000000004,buy
2,4926.541576459384,32003.820000000036,buy
2,4926.044315615544,115257.7080000001,buy
2,4925.547076215613,12981.474000000002,buy
2,4925.049857555794,17321.47200000008,buy
2,4924.552661043711,67842.756,buy
2,4924.0554859755375,11130.714,buy
2,4922.066999438308,51126.04800000001,buy
2,4921.569930886123,70921.54799999998,buy
2,4921.495452590481,220795.09200000018,buy
2,4921.07288448146,37482.33600000001,buy
2,4920.575859520706,65598.984,buy
2,4920.078856003861,33370.43400000001,buy
2,4916.103598443303,46456.86600000002,buy
2,4915.606787218475,43155.37799999998,buy
2,4907.502314180617,11583.164880000026,buy
2,4903.046992750435,76793.36400000006,buy
2,4899.720167293716,45991.080000000075,buy
2,4899.224064421363,23433.552000000025,buy
2,4898.727982290731,162964.7639999995,buy
2,4898.231922306227,92370.88799999887,buy
2,4897.735883765629,22273.199999999953,buy
2,4897.239866668941,36808.46999999974,buy
2,4896.743870314096,87042.16799999983,buy
2,4896.247896105256,93957.3359999999,buy
2,4895.751943340322,133321.77000000048,buy
2,4895.256012019299,152357.70600000117,buy
2,4894.76010144024,263439.9359999988,buy
2,4894.264213007063,51789.1320000001,buy
2,4893.768346017796,74901.58200000017,buy
2,4893.464298944033,273809.3039999986,buy
2,4893.272499770584,138777.83999999985,buy
2,4892.776675669162,119695.22999999998,buy
2,4892.280873011651,106452.7200000002,buy
2,4891.785091798047,219274.63199999975,buy
2,4891.289331326622,39134.880000000005,buy
2,4890.793593000865,112047.76800000016,buy
2,4890.297876119019,227135.8799999999,buy
2,4889.802180681078,42819.73200000008,buy
2,4889.306505985439,165083.56199999992,buy
2,4888.810853435348,59305.87800000049,buy
2,4888.3152223291645,35982.359999999986,buy
2,4887.819612666891,109640.46599999955,buy
2,4887.324023747035,33029.80199999991,buy
2,4887.279704452997,1070574.8054946754,buy
2,4887.0551741905065,205845.6959999986,buy
2,4886.828456972609,21841.812000000034,buy
2,4886.332911642091,239711.9400000004,buy
2,4885.837387755481,129878.69400000013,buy
2,4885.341884611413,125805.42000000039,buy
2,4884.846403612651,76109.81399999978,buy
2,4884.350944057799,46142.08200000017,buy
2,4883.855505245576,46573.30799999973,buy
2,4883.36008857857,56131.16399999987,buy
2,4882.911777997354,45599.36400000006,buy
2,4882.864693355474,156740.02199999988,buy
2,4882.3693195762835,112527.64799999911,buy
2,4881.873966539848,79834.78800000018,buy
2,4881.378635648506,110129.16599999974,buy
2,4880.883326201074,292829.4180000005,buy
2,4880.38803819755,103536.89999999944,buy
2,4879.892770936899,28970.35200000007,buy
2,4879.397525821224,251115.92999999877,buy
2,4878.902302149455,26943.839999999967,buy
2,4878.821310604175,301683.743999999,buy
2,4878.407099921596,75625.1100000001,buy
2,4877.911918436731,179886.4740000004,buy
2,4877.416759096718,131980.96800000034,buy
2,4876.921621200615,457785.5399999991,buy
2,4876.42650474842,57991.68000000017,buy
2,4875.931409039342,198236.16000000015,buy
2,4875.436335474994,571626.4499999993,buy
2,4874.941283354556,92091.52799999993,buy
2,4874.446251977324,278053.3800000008,buy
2,4874.128981134933,40135.878000000026,buy
2,4873.951242744733,86327.74800000014,buy
2,4873.456254956049,131982.01199999917,buy
2,4872.9612886112745,204402.41999999993,buy
2,4872.5485537995755,105784.16399999964,buy
2,4872.46634300983,35361.50400000019,buy
2,4868.709729770324,89610.66000000015,buy
2,4867.507473359507,121958.78399999999,buy
2,4866.334948095138,84157.14599999972,buy
2,4864.602337908057,48213.14400000009,buy
2,4861.376562378321,68594.74200000009,buy
2,4859.087064756846,12389.111999999965,buy
2,4852.601548669582,43660.242000000086,buy
2,4849.405935982755,161033.68799999915,buy
2,4847.780920177343,83667.92399999965,buy
2,4846.925573641927,98063.29799999995,buy
2,4842.3981738283455,20407.589999999967,buy
2,4840.634917318784,479393.63999999966,buy
2,4838.208478889361,11324.12400000001,buy
2,4835.706685087118,28497.80700000003,buy
2,4833.938137832263,132171.42599999998,buy
2,4833.700212774214,52063.091999999946,buy
2,4824.7736589960905,70832.1240000003,buy
2,4824.490644918713,299613.2490049545,buy
2,4823.069687630473,12547.98000000004,buy
2,4821.792816386828,86069.84399999958,buy
2,4821.57819912828,25773.074999999953,buy
2,4820.490838487594,63593.064000000246,buy
2,4816.4359496500065,468722.433435658,buy
2,4816.3150027253,141706.20600000024,buy
2,4815.362215155634,39410.49600000004,buy
2,4810.0936666271,11018.888999999996,buy
2,4802.560308031175,63111.132000000216,buy
2,4800.7671629098995,38105.747999999905,buy
2,4800.1165796913,13368.150000000023,buy
2,4799.923831363023,38580.98399999994,buy
2,4797.493588405969,735571.5840000007,buy
2,4792.961347541332,157495.75199999986,buy
2,4791.980565609863,130555.06199999992,buy
2,4789.390675846729,26032.967999999993,buy
2,4767.609217790512,92792.87999999989,buy
2,4766.66293345243,163233.2700002254,buy
2,4764.663134743592,116982.10799999908,buy
2,4762.768185178324,103236.4439999999,buy
2,4757.4762525078895,33525.62999999995,buy
2,4757.111957499526,136818.54000000097,buy
2,4754.669687563864,341496.00981651805,buy
2,4751.3867409146305,437775.88429662865,buy
2,4744.6768084368505,907573.9800412711,buy
2,4744.159786322202,82955.84399999958,buy
2,4740.912312431504,49860.846000000136,buy
2,4739.482100143935,29922.947999999975,buy
2,4733.7109139561,39008.304000000004,buy
2,4732.149953088678,16698.023999999918,buy
2,4730.815614369769,156783.15000000037,buy
2,4728.615467735257,4657.407299999992,buy
2,4726.27765047665,25453.92600004049,buy
2,4725.460171814122,16105.580999999947,buy
2,4724.9860371880495,12668.679000000004,buy
2,4724.43232954418,23662.35900000017,buy
2,4717.127898333518,140125.17599999905,buy
2,4712.479535970837,186556.01400000043,buy
2,4703.354966046783,30772.025999999838,buy
2,4702.091022965776,57803.43600000028,buy
2,4701.616471253744,19568.493000000002,buy
2,4701.141940676258,16001.910000000018,buy
2,4700.667430561576,57628.85400000005,buy
2,4700.192940909699,6490.737000000001,buy
2,4699.718471049031,8660.73600000004,buy
2,4699.244022322793,33921.378,buy
2,4698.7695940593585,5565.357,buy
2,4696.872084962246,25563.024000000005,buy
2,4696.397758341471,35460.77399999999,buy
2,4696.326687584454,110397.54600000009,buy
2,4695.923452854922,18741.168000000005,buy
2,4695.449167831179,32799.492,buy
2,4694.97490327024,16685.217000000004,buy
2,4694.846068456326,66167.3520000237,buy
2,4694.300335190027,171755.17199999932,buy
2,4691.181522101546,23228.43300000001,buy
2,4690.7074410348605,21577.68899999999,buy
2,4688.2124708375295,144561.6360000004,buy
2,4684.740440153283,121766.3999999999,buy
2,4682.973764679138,5791.582440000013,buy
2,4681.06543575189,20409.425999999978,buy
2,4678.722283572248,38396.68200000003,buy
2,4675.547667375234,22995.540000000037,buy
2,4675.0742622524085,11716.776000000013,buy
2,4674.600876922326,81482.38199999975,buy
2,4674.127512725139,46185.443999999436,buy
2,4673.654168990757,11136.599999999977,buy
2,4673.5974514304,40623.60600000003,buy
2,4673.18084571918,18404.23499999987,buy
2,4672.707542240461,43521.083999999915,buy
2,4672.234259894523,46978.66799999995,buy
2,4671.760998011387,66660.88500000024,buy
2,4671.287756591058,76178.85300000152,buy
2,4670.814534963703,131719.9679999994,buy
2,4670.341334469011,25894.56600000005,buy
2,4669.868154437123,37450.791000000085,buy
2,4669.578018156282,136904.6519999993,buy
2,4669.394994198298,69388.91999999993,buy
2,4668.9218550920505,59847.61499999999,buy
2,4668.448736448606,53226.3600000001,buy
2,4667.975638267965,109637.31599999988,buy
2,4667.502559880504,19567.440000000002,buy
2,4667.029502625502,56023.88400000008,buy
2,4666.556465833306,113567.93999999994,buy
2,4666.083449503913,21409.86600000004,buy
2,4665.610452967815,82541.78099999996,buy
2,4665.137477564061,29652.939000000362,buy
2,4664.66452262311,17991.179999999993,buy
2,4664.191588144967,54820.232999999775,buy
2,4663.718673460232,16514.900999999954,buy
2,4663.6763818670825,535287.4027473377,buy
2,4663.462124336203,102922.8479999993,buy
2,4663.245779907726,10920.906000000017,buy
2,4662.772906818024,119855.9700000002,buy
2,4662.300054191126,64939.34700000007,buy
2,4661.827221357756,62902.710000000196,buy
2,4661.3544096564965,38054.90699999989,buy
2,4660.881618418042,23071.041000000085,buy
2,4660.408846973201,23286.653999999864,buy
2,4659.936096660385,28065.581999999937,buy
2,4659.508297230888,22799.68200000003,buy
2,4659.463366810374,78370.01099999994,buy
2,4658.990657423167,56263.82399999956,buy
2,4658.517967829689,39917.39400000009,buy
2,4658.045299368121,55064.58299999987,buy
2,4657.572651369356,146414.70900000026,buy
2,4657.100023833398,51768.44999999972,buy
2,4656.627416091283,14485.176000000036,buy
2,4656.154829480962,125557.96499999939,buy
2,4655.696564978921,103019.8320000004,buy
2,4655.682263333447,13471.919999999984,buy
2,4655.604977321658,150841.8719999995,buy
2,4655.209717648734,37812.55500000005,buy
2,4654.737191757983,89943.2370000002,buy
2,4654.451904596043,6939.618300000002,buy
2,4654.264686998909,65990.48400000017,buy
2,4653.792202702641,228892.76999999955,buy
2,4653.319738869177,28995.840000000084,buy
2,4652.84729482979,99118.08000000007,buy
2,4652.374871921964,285813.2249999996,buy
2,4651.902469476942,46045.76399999997,buy
2,4651.430086826085,139026.6900000004,buy
2,4650.957725306703,43163.87400000007,buy
2,4650.485384250124,65991.00599999959,buy
2,4650.01306365635,102201.20999999996,buy
2,4649.540762856855,17680.752000000095,buy
2,4646.978371782584,73329.76799999992,buy
2,4645.956022571798,44805.330000000075,buy
2,4644.808771919667,60979.39199999999,buy
2,4643.689892151524,42078.57299999986,buy
2,4642.036552523527,24106.572000000044,buy
2,4638.555820759807,60793.38000000012,buy
2,4638.547694109373,176067.57599999988,buy
2,4638.380608219405,386269.3799999971,buy
2,4630.154063340523,15612.534000000043,buy
2,4627.535417938614,80516.84399999958,buy
2,4625.984750023095,41833.961999999825,buy
2,4620.243746235088,194065.02000000048,buy
2,4614.8435532483645,17196.696000000113,buy
2,4612.548264590081,26031.545999999973,buy
2,4604.030119416483,35416.06200000015,buy
2,4602.826872401917,231399.90000000037,buy
2,4599.943246951409,31796.532000000123,buy
2,4584.348034382002,75772.65600000019,buy
2,4582.833075964518,31555.566000000108,buy
2,4580.102385385635,82641.81600000011,buy
2,4573.673288100082,78747.87599999993,buy
2,4573.419722910534,177876.82799999975,buy
2,4572.737379004193,65277.53099999996,buy
2,4570.746451257542,223868.61000004318,buy
2,4569.758910112745,27496.025999999838,buy
2,4563.654843527115,46899.93600000022,buy
2,4558.015213801604,112001.61599999946,buy
2,4549.481071591335,46396.439999999944,buy
2,4548.578081751399,81616.63500022516,buy
2,4546.669778038313,58491.05399999954,buy
2,4539.464083030444,68409.27000000048,buy
2,4534.000807142281,218887.94214831432,buy
2,4527.597868183818,453786.99002063554,buy
2,4524.00560578603,24930.423000000068,buy
2,4522.6408287178165,14961.473999999987,buy
2,4512.271367590269,2328.703649999996,buy
2,4501.309378642688,70062.58799999952,buy
2,4496.873688631853,93278.00700000022,buy
2,4488.166586967355,15386.012999999919,buy
2,4480.046989332666,33083.67600001185,buy
2,4479.526224510772,85877.58599999966,buy
2,4473.716892752885,72280.8180000002,buy
2,4470.403714772816,60883.19999999995,buy
2,4466.896849549935,10204.712999999989,buy
2,4459.770541213509,20311.803000000014,buy
2,4442.688657956004,51509.9160000002,buy
2,4441.500943402694,3469.809150000001,buy
2,4434.369340429474,36664.88399999996,buy
2,4426.332138825438,30396.69000000006,buy
2,4426.324383986349,88033.78799999994,buy
2,4426.164942627164,193134.68999999855,buy
2,4418.314779473816,7806.267000000022,buy
2,4408.857880213616,97032.51000000024,buy
2,4403.7047574106045,8598.348000000056,buy
2,4392.237864979434,115699.95000000019,buy
2,4374.604472652961,37886.328000000096,buy
2,4370.553071025179,41320.908000000054,buy
2,4364.176154409435,88938.41399999987,buy
2,4361.625190555448,111934.30500002159,buy
2,4360.682831494452,13748.012999999919,buy
2,4354.858038789667,23449.96800000011,buy
2,4349.476433982113,56000.80799999973,buy
2,1500.0,50.0,buy
2,20000.0,50.0,sell
3,5351.5646574881885,120407.63400000008,buy
3,5349.829422515056,317352.4919999996,buy
3,5337.563100742458,205784.22600000072,buy
3,5335.049339903974,37167.335999999894,buy
3,5327.9285478993925,130980.72600000026,buy
3,5321.696593949806,294189.8940000003,buy
3,5316.725721630575,61222.77000000002,buy
3,5314.789748812625,1438180.9200000018,buy
3,5312.125633399854,33972.371999999974,buy
3,5309.37878132757,85493.42100000009,buy
3,5307.436999519826,396514.27799999993,buy
3,5297.064096099806,898839.7470148634,buy
3,5295.50395174725,37643.939999999944,buy
3,5294.102007103172,258209.53199999873,buy
3,5293.866367435001,77319.22499999963,buy
3,5288.220419066703,1406167.2934356593,buy
3,5288.087625024896,425118.6180000007,buy
3,5287.04150903091,118231.4879999999,buy
3,5281.256890238365,33056.66700000013,buy
3,5271.016827272432,114317.24399999995,buy
3,5270.302517459768,40104.450000000186,buy
3,5270.090888849734,115742.95199999958,buy
3,5267.422596244344,2206714.752000004,buy
3,5258.525978891258,78098.9040000001,buy
3,5229.295734737528,309709.3319999995,buy
3,5223.485441255653,100576.89000000013,buy
3,5220.403964786417,1024488.0196330361,buy
3,5208.864586929109,248867.53199999873,buy
3,5197.392215910315,117024.91199999955,buy
3,5195.678354204532,50094.071999999695,buy
3,5194.213312972167,470349.4500000011,buy
3,5189.230841789853,76361.77800004045,buy
3,5188.333288619724,48316.7429999999,buy
3,5187.812711072927,38006.03700000001,buy
3,5187.204766090554,70987.07700000051,buy
3,5162.6750609576275,173410.30800000054,buy
3,5162.1540254700385,58705.47899999999,buy
3,5161.633013187186,48005.73000000004,buy
3,5161.112023371534,172886.56200000003,buy
3,5160.591056023079,19472.21100000001,buy
3,5160.070110404442,25982.208000000115,buy
3,5159.549187990414,101764.13400000002,buy
3,5159.028288043587,16696.07100000001,buy
3,5156.944912191067,76689.07200000004,buy
3,5156.424123843103,106382.32199999999,buy
3,5156.34609149047,331192.63800000027,buy
3,5155.903358699527,56223.503999999986,buy
3,5155.382616023151,98398.47599999997,buy
3,5154.861895813971,50055.65100000001,buy
3,5150.696941486063,69685.299,buy
3,5150.176422744956,64733.06699999998,buy
3,5141.68520939834,17374.747320000024,buy
3,5137.017282857685,115190.04600000009,buy
3,5133.5317034019945,68986.62000000011,buy
3,5133.011926815492,35150.32799999998,buy
3,5132.492171960494,244447.14599999972,buy
3,5131.972440308419,138556.33199999854,buy
3,5131.452731123542,33409.80000000028,buy
3,5130.933044405866,55212.705000000075,buy
3,5130.413379419819,130563.25199999963,buy
3,5129.89373763657,140936.00399999972,buy
3,5129.37411832052,199982.6550000012,buy
3,5128.854521471667,228536.5590000013,buy
3,5128.334946354573,395159.9039999973,buy
3,5127.815394440147,77683.69800000021,buy
3,5127.295864992921,112352.37300000037,buy
3,5126.977308985804,410713.9559999984,buy
3,5126.776357277549,208166.75999999978,buy
3,5126.25687276475,179542.8450000002,buy
3,5125.737410719151,159679.08000000007,buy
3,5125.217971140751,328911.94799999986,buy
3,5124.698553294329,58702.320000000065,buy
3,5124.179158650355,168071.65199999977,buy
3,5123.659786473581,340703.81999999937,buy
3,5123.140436764004,64229.598000000464,buy
3,5122.621108786536,247625.34300000034,buy
3,5122.101804011388,88958.81700000074,buy
3,5121.582521703437,53973.54000000004,buy
3,5121.063261862685,164460.6989999991,buy
3,5120.544023754169,49544.70299999998,buy
3,5120.497589571551,1605862.208242014,buy
3,5120.262344867464,308768.5439999979,buy
3,5120.024808847846,32762.717999999993,buy
3,5119.50561640872,359567.91000000015,buy
3,5118.986446436794,194818.0410000002,buy
3,5118.467298197228,188708.13000000082,buy
3,5117.948173159731,114164.72100000037,buy
3,5117.429070589429,69213.12300000014,buy
3,5116.909989751586,69859.96199999982,buy
3,5116.390932115715,84196.74599999934,buy
3,5115.921228438144,68399.04600000032,buy
3,5115.871896947041,235110.03300000075,buy
3,5115.352884245566,168791.4719999982,buy
3,5114.833893276676,119752.18200000003,buy
3,5114.314925509629,165193.74899999984,buy
3,5113.795980209779,439244.1270000022,buy
3,5113.277057377129,155305.34999999963,buy
3,5112.758156277189,43455.52799999993,buy
3,5112.239278378967,376673.8949999977,buy
3,5111.720422947943,40415.76000000001,buy
3,5111.635566537536,452525.6159999985,buy
3,5111.201589984117,113437.6650000005,buy
3,5110.682778753131,269829.71100000106,buy
3,5110.163990723733,197971.4520000005,buy
3,5109.645225161535,686678.3099999949,buy
3,5109.126482066535,86987.52000000002,buy
3,5108.607760704498,297354.2400000002,buy
3,5108.089062543926,857439.6750000007,buy
3,5107.822605146156,80271.75600000005,buy
3,5107.5703868505525,138137.29200000037,buy
3,5107.051732890239,417080.0700000003,buy
3,5106.533102131292,129491.62200000044,buy
3,5106.166403084091,211568.32799999928,buy
3,5106.014493839545,197973.0179999983,buy
3,5105.495908014996,306603.6300000008,buy
3,5104.977343923634,53042.25600000052,buy
3,5101.041467484985,134415.99000000022,buy
3,5099.781840161419,182938.17600000044,buy
3,5098.553362735738,126235.7190000005,buy
3,5096.738073490365,72319.71600000048,buy
3,5094.458762488848,137189.48400000017,buy
3,5092.059493255174,24778.22399999993,buy
3,5085.2630244286875,87320.48400000017,buy
3,5080.816508911657,241550.5319999978,buy
3,5079.314910690888,196126.5959999999,buy
3,5079.113948383548,125501.88599999901,buy
3,5074.570441432922,40815.179999999935,buy
3,5072.722644320234,958787.2799999993,buy
3,5070.1798685529575,22648.24800000002,buy
3,5067.558124445248,56995.61400000006,buy
3,5065.704782918674,264342.85199999996,buy
3,5064.361318561381,78094.6379999998,buy
3,5055.804323153952,599226.498009909,buy
3,5055.00879530342,106248.18599999975,buy
3,5054.315237045252,25095.96000000008,buy
3,5052.977145290318,172139.68799999915,buy
3,5052.752238052755,51546.14999999991,buy
3,5050.521601318933,95389.5959999999,buy
3,5047.363439720153,937444.8634356596,buy
3,5047.236693908044,283412.4120000005,buy
3,5046.238224252219,78820.99200000009,buy
3,5040.717071370441,22037.77799999999,buy
3,5031.735437331186,94666.69799999986,buy
3,5030.943401716215,76211.49599999981,buy
3,5030.261625816695,26736.300000000047,buy
3,5030.059636031015,77161.96799999988,buy
3,5027.51287332529,1471143.1680000015,buy
3,5021.678420540056,236243.62799999956,buy
3,5020.650836317408,195832.59300000034,buy
3,5019.021460788241,52065.93599999999,buy
3,4995.116503250712,139189.3200000003,buy
3,4994.1250628247035,244849.9050002247,buy
3,4992.029834990925,175473.1619999986,buy
3,4991.1225356330615,206472.8879999998,buy
3,4985.576877439861,67051.2599999999,buy
3,4984.118320362157,205227.81000000145,buy
3,4982.6357497185,682992.0196330361,buy
3,4978.119900076119,656663.8264449406,buy
3,4971.621943693301,165911.68799999915,buy
3,4971.089773879871,1361360.9700619057,buy
3,4967.145638514799,74791.26900000032,buy
3,4965.647177404748,44884.42200000002,buy
3,4960.672092617049,78016.60800000001,buy
3,4959.036290356744,33396.047999999835,buy
3,4957.63797580706,313566.30000000075,buy
3,4954.261996195519,6986.1109499999875,buy
3,4952.882435967155,50907.8520000407,buy
3,4952.025762701461,32211.161999999895,buy
3,4951.528895349303,25337.358000000007,buy
3,4950.948639793705,47324.71800000034,buy
3,4942.226247274078,210187.7639999995,buy
3,4937.3560680101655,279834.02100000065,buy
3,4927.796079401488,46158.03899999941,buy
3,4927.536163182736,115606.87200000056,buy
3,4927.0388587471325,39136.986000000004,buy
3,4926.541576459384,32003.820000000036,buy
3,4926.044315615544,115257.7080000001,buy
3,4925.547076215613,12981.474000000002,buy
